Epoch,cost,accuracy,time
0.0,0.0,0.0,0.0
1.0,1.9502719640731812,0.17499999701976776,0.004628896713256836
2.0,1.9420859813690186,0.48799970746040344,0.004674673080444336
3.0,1.928554654121399,0.5519995093345642,0.004652976989746094
4.0,1.911094069480896,0.5429995656013489,0.004458904266357422
5.0,1.887657642364502,0.5979993939399719,0.004702091217041016
6.0,1.8552212715148926,0.6459992527961731,0.00439000129699707
7.0,1.809820532798767,0.6639991998672485,0.004542112350463867
8.0,1.747563123703003,0.6939991116523743,0.00450897216796875
9.0,1.6696689128875732,0.7279990911483765,0.00444483757019043
10.0,1.5760931968688965,0.7609990239143372,0.004771232604980469
11.0,1.472960352897644,0.7889990210533142,0.004564762115478516
12.0,1.3724207878112793,0.8079990744590759,0.004550933837890625
13.0,1.2907254695892334,0.8099991083145142,0.0044558048248291016
14.0,1.2260514497756958,0.8159990906715393,0.004563808441162109
15.0,1.1696401834487915,0.8159990906715393,0.004818916320800781
16.0,1.1216812133789062,0.8209991455078125,0.004435062408447266
17.0,1.0800988674163818,0.8279991149902344,0.0045697689056396484
18.0,1.046002745628357,0.8239991068840027,0.004795074462890625
19.0,1.017704963684082,0.8239991068840027,0.00477290153503418
20.0,1.00009286403656,0.819999098777771,0.00454401969909668
21.0,0.9687283039093018,0.8249991536140442,0.004438877105712891
22.0,0.9514745473861694,0.819999098777771,0.005495786666870117
23.0,0.9404946565628052,0.819999098777771,0.005561113357543945
24.0,0.9272720217704773,0.8159990906715393,0.004316091537475586
25.0,0.9084026217460632,0.819999098777771,0.004570960998535156
26.0,0.8935023546218872,0.822999119758606,0.004344940185546875
27.0,0.881450891494751,0.819999098777771,0.004439830780029297
28.0,0.8744888305664062,0.8189991116523743,0.004651069641113281
29.0,0.8697565793991089,0.8139991164207458,0.0046939849853515625
30.0,0.8528614640235901,0.8189991116523743,0.0044138431549072266
31.0,0.844616174697876,0.8169991374015808,0.004564046859741211
32.0,0.8258876800537109,0.819999098777771,0.004781007766723633
33.0,0.8234573602676392,0.8179991245269775,0.004712104797363281
34.0,0.8145129084587097,0.819999098777771,0.004491090774536133
35.0,0.8103969097137451,0.819999098777771,0.004472255706787109
36.0,0.7910107374191284,0.819999098777771,0.004477024078369141
37.0,0.7885269522666931,0.8219991326332092,0.004446983337402344
38.0,0.7815731763839722,0.8169991374015808,0.004431247711181641
39.0,0.7707445025444031,0.8209991455078125,0.004506826400756836
40.0,0.7836039066314697,0.8149991035461426,0.004545927047729492
41.0,0.7686716914176941,0.8169991374015808,0.004695892333984375
42.0,0.7657966613769531,0.8159990906715393,0.004498958587646484
43.0,0.7757118344306946,0.8099991083145142,0.004467964172363281
44.0,0.7559031248092651,0.8189991116523743,0.0044939517974853516
45.0,0.7544057369232178,0.8189991116523743,0.004492044448852539
46.0,0.745376467704773,0.8209991455078125,0.004834890365600586
47.0,0.7381216287612915,0.8209991455078125,0.006834983825683594
48.0,0.7342650294303894,0.8189991116523743,0.004638195037841797
49.0,0.7444524765014648,0.8079990744590759,0.004452943801879883
50.0,0.7328763008117676,0.8209991455078125,0.004438877105712891
51.0,0.7304274439811707,0.8209991455078125,0.004703998565673828
52.0,0.7203607559204102,0.8289991617202759,0.004483938217163086
53.0,0.7282281517982483,0.8169991374015808,0.004441976547241211
54.0,0.7398061752319336,0.8099991083145142,0.00477910041809082
55.0,0.718838095664978,0.822999119758606,0.0046079158782958984
56.0,0.7100740671157837,0.8189991116523743,0.0045468807220458984
57.0,0.7290832996368408,0.8159990906715393,0.004515647888183594
58.0,0.7281578779220581,0.8139991164207458,0.004417896270751953
59.0,0.7101765275001526,0.8109990954399109,0.0046961307525634766
60.0,0.7262495756149292,0.8159990906715393,0.0047490596771240234
61.0,0.7081069946289062,0.8159990906715393,0.004494190216064453
62.0,0.7200710773468018,0.8149991035461426,0.004683017730712891
63.0,0.6963058710098267,0.8189991116523743,0.004703044891357422
64.0,0.70796138048172,0.8139991164207458,0.004480123519897461
65.0,0.7108277082443237,0.8149991035461426,0.004459857940673828
66.0,0.7244872450828552,0.8159990906715393,0.0044710636138916016
67.0,0.6943470239639282,0.819999098777771,0.004523038864135742
68.0,0.7268881797790527,0.8099991083145142,0.004498958587646484
69.0,0.7142248749732971,0.8089990615844727,0.004522085189819336
70.0,0.7165822386741638,0.8099991083145142,0.004549980163574219
71.0,0.7280606031417847,0.8099991083145142,0.007634878158569336
72.0,0.703328013420105,0.8109990954399109,0.004576921463012695
73.0,0.6955766677856445,0.8139991164207458,0.004666805267333984
74.0,0.693860650062561,0.8169991374015808,0.004542827606201172
75.0,0.7050175666809082,0.8089990615844727,0.004470109939575195
76.0,0.6947055459022522,0.8109990954399109,0.004751920700073242
77.0,0.7189145088195801,0.8059991002082825,0.00462794303894043
78.0,0.7014665603637695,0.8169991374015808,0.0044879913330078125
79.0,0.6941017508506775,0.8159990906715393,0.004699230194091797
80.0,0.6962442398071289,0.8159990906715393,0.004816770553588867
81.0,0.716864287853241,0.8039990663528442,0.0045092105865478516
82.0,0.7129760980606079,0.8079990744590759,0.004417896270751953
83.0,0.7140405178070068,0.8119990825653076,0.004475116729736328
84.0,0.6857494711875916,0.8159990906715393,0.004500389099121094
85.0,0.6847435832023621,0.8189991116523743,0.00463414192199707
86.0,0.6949273943901062,0.8089990615844727,0.004758119583129883
87.0,0.6825554966926575,0.8249991536140442,0.004487276077270508
88.0,0.7166701555252075,0.8129991292953491,0.00445103645324707
89.0,0.7108167409896851,0.8069990873336792,0.00456690788269043
90.0,0.6960960626602173,0.8129991292953491,0.004459857940673828
91.0,0.714882493019104,0.8039990663528442,0.0044460296630859375
92.0,0.7348902821540833,0.7999990582466125,0.004696846008300781
93.0,0.6916506886482239,0.8169991374015808,0.004538774490356445
94.0,0.6900711059570312,0.8119990825653076,0.00442814826965332
95.0,0.7270584106445312,0.8159990906715393,0.004405975341796875
96.0,0.7256370782852173,0.804999053478241,0.004705905914306641
97.0,0.7213486433029175,0.8069990873336792,0.004887104034423828
98.0,0.735235869884491,0.7969990372657776,0.004480838775634766
99.0,0.7162184715270996,0.8079990744590759,0.004441738128662109
