Epoch,train_loss,train_acc,val_loss,val_acc,time
0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.9533412456512451,0.09999999403953552,1.950475811958313,0.1639999896287918,0.1251819133758545
2.0,1.9480441808700562,0.2785714268684387,1.9467277526855469,0.3699999749660492,0.009263038635253906
3.0,1.9422475099563599,0.4571428596973419,1.9426647424697876,0.4740000069141388,0.008927106857299805
4.0,1.9354170560836792,0.5785714983940125,1.9384417533874512,0.515999972820282,0.009108781814575195
5.0,1.9258713722229004,0.6785715222358704,1.934153437614441,0.5239999890327454,0.009044408798217773
6.0,1.9173563718795776,0.6357143521308899,1.9299668073654175,0.5139999389648438,0.009055852890014648
7.0,1.9107786417007446,0.6500000953674316,1.9259333610534668,0.4859999716281891,0.009042739868164062
8.0,1.902640461921692,0.6357143521308899,1.921850562095642,0.48799997568130493,0.008978128433227539
9.0,1.894808053970337,0.6357143521308899,1.9177970886230469,0.4819999933242798,0.009005069732666016
10.0,1.883274793624878,0.6357143521308899,1.913658857345581,0.49799999594688416,0.00904083251953125
11.0,1.8772945404052734,0.7000001072883606,1.9093302488327026,0.5239999890327454,0.009031057357788086
12.0,1.8681617975234985,0.6428572535514832,1.9048702716827393,0.5479999780654907,0.008985757827758789
13.0,1.8548598289489746,0.721428632736206,1.9004466533660889,0.5699999928474426,0.008953094482421875
14.0,1.842496395111084,0.7642858624458313,1.8959652185440063,0.5759999752044678,0.009019851684570312
15.0,1.8391611576080322,0.7285715341567993,1.8913761377334595,0.5920000076293945,0.008887052536010742
16.0,1.8107131719589233,0.807142972946167,1.8866044282913208,0.6019999980926514,0.009053230285644531
17.0,1.8086017370224,0.79285728931427,1.8817275762557983,0.6019999980926514,0.009013891220092773
18.0,1.7952795028686523,0.79285728931427,1.8767122030258179,0.6159999966621399,0.008905887603759766
19.0,1.7888561487197876,0.8000001311302185,1.8716042041778564,0.6240000128746033,0.0091400146484375
20.0,1.7632023096084595,0.7642858624458313,1.866420030593872,0.6200000047683716,0.009071111679077148
21.0,1.7565842866897583,0.807142972946167,1.8610706329345703,0.6179999709129333,0.009014606475830078
22.0,1.748203158378601,0.7500001192092896,1.8555976152420044,0.6179999709129333,0.008894920349121094
23.0,1.7197035551071167,0.8214287757873535,1.8499772548675537,0.6159999966621399,0.009105920791625977
24.0,1.7268439531326294,0.807142972946167,1.8442730903625488,0.6200000047683716,0.00935983657836914
25.0,1.7271013259887695,0.7500001192092896,1.8383396863937378,0.6259999871253967,0.009733915328979492
26.0,1.6979548931121826,0.8000001311302185,1.832082748413086,0.6359999775886536,0.00894308090209961
27.0,1.6745702028274536,0.771428644657135,1.8257544040679932,0.6439999938011169,0.00933694839477539
28.0,1.6638139486312866,0.79285728931427,1.819222331047058,0.6480000019073486,0.009541034698486328
29.0,1.66091787815094,0.807142972946167,1.812372088432312,0.6480000019073486,0.010480165481567383
30.0,1.645685076713562,0.79285728931427,1.8053889274597168,0.6520000100135803,0.00945591926574707
31.0,1.631628155708313,0.807142972946167,1.798189640045166,0.6579999923706055,0.009553909301757812
32.0,1.6273114681243896,0.842857301235199,1.7907997369766235,0.6600000262260437,0.009418010711669922
33.0,1.5975052118301392,0.842857301235199,1.7832790613174438,0.6640000343322754,0.009125232696533203
34.0,1.5894622802734375,0.8142858743667603,1.775742530822754,0.671999990940094,0.009495019912719727
35.0,1.5723450183868408,0.8142858743667603,1.7681175470352173,0.6779999732971191,0.00922393798828125
36.0,1.5834202766418457,0.8285715579986572,1.7603152990341187,0.6840000152587891,0.008939027786254883
37.0,1.5486990213394165,0.8500002026557922,1.752539038658142,0.6939999461174011,0.009309053421020508
38.0,1.5026592016220093,0.828571617603302,1.7444318532943726,0.6939999461174011,0.009612083435058594
39.0,1.5299453735351562,0.8142858743667603,1.7361774444580078,0.7019999623298645,0.008992910385131836
40.0,1.4923375844955444,0.8714287877082825,1.7279037237167358,0.7059999704360962,0.009058952331542969
41.0,1.4857500791549683,0.8714287877082825,1.7194567918777466,0.7099999785423279,0.009830236434936523
42.0,1.4564272165298462,0.8642858266830444,1.7110109329223633,0.7099999785423279,0.008780956268310547
43.0,1.4401947259902954,0.8571430444717407,1.7025294303894043,0.715999960899353,0.009091615676879883
44.0,1.4409058094024658,0.8285715579986572,1.693945288658142,0.7179999351501465,0.008840322494506836
45.0,1.4329297542572021,0.8500002026557922,1.685319185256958,0.7199999690055847,0.0091400146484375
46.0,1.405747652053833,0.8500002026557922,1.6763384342193604,0.7279999256134033,0.008869171142578125
47.0,1.3691954612731934,0.8571430444717407,1.6672821044921875,0.731999933719635,0.009358882904052734
48.0,1.3580073118209839,0.9071430563926697,1.6582353115081787,0.7339999675750732,0.008766889572143555
49.0,1.358529806137085,0.9000001549720764,1.6491483449935913,0.7359999418258667,0.008765220642089844
50.0,1.3311234712600708,0.864285945892334,1.640076756477356,0.7399999499320984,0.009274959564208984
51.0,1.3438845872879028,0.8857144117355347,1.6308411359786987,0.7439999580383301,0.009217023849487305
52.0,1.355664849281311,0.8571431040763855,1.621571660041809,0.7439999580383301,0.008831977844238281
53.0,1.303048849105835,0.9214287400245667,1.612241506576538,0.7479999661445618,0.009032011032104492
54.0,1.3002578020095825,0.8928573131561279,1.6030519008636475,0.7539999485015869,0.009078025817871094
55.0,1.3040494918823242,0.900000274181366,1.593979001045227,0.7559999227523804,0.009119987487792969
56.0,1.2544370889663696,0.9142858982086182,1.5851529836654663,0.7559999227523804,0.009123802185058594
57.0,1.2441333532333374,0.9071430563926697,1.5762118101119995,0.7559999227523804,0.009251832962036133
58.0,1.2224351167678833,0.8928573131561279,1.566982626914978,0.7539999485015869,0.009148120880126953
59.0,1.1995656490325928,0.8928572535514832,1.5578193664550781,0.7579999566078186,0.008733034133911133
60.0,1.2593480348587036,0.900000274181366,1.5486414432525635,0.7619999647140503,0.00872182846069336
61.0,1.183474063873291,0.900000274181366,1.5396939516067505,0.765999972820282,0.008777856826782227
62.0,1.224877119064331,0.900000274181366,1.5309019088745117,0.7699998617172241,0.009169816970825195
63.0,1.1384456157684326,0.9142858982086182,1.5220870971679688,0.7739998698234558,0.00917506217956543
64.0,1.1476805210113525,0.9428573846817017,1.5132967233657837,0.7739998698234558,0.008838891983032227
65.0,1.1726304292678833,0.900000274181366,1.5045466423034668,0.7739998698234558,0.008881807327270508
66.0,1.136826753616333,0.9142858982086182,1.4956800937652588,0.7739998698234558,0.008990049362182617
67.0,1.1009398698806763,0.9357145428657532,1.4868366718292236,0.7739998698234558,0.00904083251953125
68.0,1.1391103267669678,0.8857144117355347,1.4781947135925293,0.7719998955726624,0.009014129638671875
69.0,1.1024447679519653,0.9214287400245667,1.469674825668335,0.7719998955726624,0.009229898452758789
70.0,1.0954203605651855,0.9142858982086182,1.4613717794418335,0.7719998955726624,0.00960397720336914
71.0,1.0719331502914429,0.9071430563926697,1.453237771987915,0.7719998955726624,0.008914947509765625
72.0,1.066941738128662,0.9428573846817017,1.4453768730163574,0.7739998698234558,0.009508132934570312
73.0,1.0528244972229004,0.9285716414451599,1.4380236864089966,0.7719998955726624,0.009278059005737305
74.0,1.1000220775604248,0.9357145428657532,1.4305665493011475,0.7739998698234558,0.009289264678955078
75.0,1.0346715450286865,0.9285716414451599,1.4231311082839966,0.7739998698234558,0.009422779083251953
76.0,1.017871379852295,0.9071430563926697,1.4157607555389404,0.7739998698234558,0.009585857391357422
77.0,0.9944902062416077,0.9500002264976501,1.4084038734436035,0.7739998698234558,0.00910186767578125
78.0,0.987593412399292,0.9500002264976501,1.4011201858520508,0.7739998698234558,0.00937795639038086
79.0,0.9725276827812195,0.9500002264976501,1.3942853212356567,0.7739998698234558,0.009141921997070312
80.0,1.0157430171966553,0.9285715818405151,1.3875551223754883,0.775999903678894,0.009469985961914062
